1235500033,지에스(GS)25청평제일점,홍길동,경기도 가평군 청평면 청평리 316-4번지 외3필지 (1층) ,,01047079409,,37.73913195,127.4220362,stock33
1235500034,씨유 켄싱턴리조트청평점,홍길동,경기도 가평군 상면 덕현리 402-10번지 지하1층 ,,01030864663,,37.7598549,127.3955416,stock34
1235500035,씨유 가평터미널점,홍길동,경기도 가평군 가평읍 대곡리 167-4번지 외 1필지,,01064815172,,37.8248467,127.5156568,stock35
1235500036,씨유 가평점,홍길동,경기도 가평군 가평읍 읍내리 476-7번지,,01040021131,,37.8292882,127.5136089,stock36
1235500037,씨유청평점,홍길동,경기도 가평군 청평면 청평리 328-8번지 1층 ,,01087285157,,37.74220999,127.4241917,stock37
1235500038,GS25 장항 마이다스,홍길동,경기도 고양시 일산동구 장항동 775-1번지 ,,01055369669,,37.6615423,126.7697682,stock38
1235500039,세븐일레븐 고양삼송점,홍길동,경기도 고양시 덕양구 삼송동 345-1번지 1층 101(일부)호 ,,01084493407,,37.6471357,126.8759739,stock39
1235500040,미니스톱중산하늘점,홍길동,경기도 고양시 일산동구 중산동 1680번지 ,,01088283546,,37.68040976,126.7797077,stock40
1235500041,GS25일산시티,홍길동,경기도 고양시 일산서구 일산동 576-31번지 1층편의점내 일부,,01031011019,,37.685159,126.7756235,stock41
1235500042,GS25고양성석점,홍길동,경기도 고양시 일산동구 성석동 491-2번지 1층 일부호,,01056133689,,37.7088498,126.8084044,stock42
1235500043,미니스톱식사블루밍점,홍길동,경기도 고양시 일산동구 식사동 1574번지 1층 일부호,,01008723653,,37.6746576,126.8135379,stock43
1235500044,GS25 일산백석점,홍길동,경기도 고양시 일산동구 백석동 1302번지,,01075280544,,37.6406055,126.7897406,stock44
1235500045,이마트24 일산대화마을점,홍길동,경기도 고양시 일산서구 대화동 2570번지 대화마을 상가동 107호 일부,,01086650318,,37.6737693,126.7361895,stock45
1235500046,지에스25백석효성점,홍길동,경기도 고양시 일산동구 백석동 1309-1번지 ,,01097954163,,37.6414923,126.7868715,stock46
1235500047,CU탄현휴먼빌점,홍길동,경기도 고양시 일산서구 일산동 967-20번지 충만빌딩 1층일부,,01046537037,,37.688011,126.7644589,stock47
1235500048,세븐일레븐 대화레포츠공원점,홍길동,경기도 고양시 일산서구 대화동 762-7번지 1층 일부 ,,01043349111,,37.67187542,126.7366286,stock48
1235500049,GS25 마두으뜸,홍길동,경기도 고양시 일산동구 마두동 882-7번지,,01036446949,,37.6628282,126.787399,stock49
1235500050,세븐일레븐 일산주엽고점,홍길동,경기도 고양시 일산서구 대화동 2173-6번지 1층 일부 ,,01085416848,,37.67498127,126.7543662,stock50
1235500051,GS장항호수,홍길동,경기도 고양시 일산동구 장항동 877번지 호수마을 상가동 1층 103호 일부호,,01065419371,,37.6469678,126.7759892,stock51
1235500052,GS25 덕이송윤,홍길동,경기도 고양시 일산서구 덕이동 1044-16번지 ,,01087542285,,37.6961249,126.7373793,stock52
1235500053,GS25주엽고점,홍길동,경기도 고양시 일산서구 대화동 2148-14번지 1층 일부,,01042183423,,37.6768186,126.7545421,stock53
1235500054,미니스톱 일산본점,홍길동,경기도 고양시 일산서구 대화동 2126-1번지 1층일부,,01047157782,,37.6785131,126.7548766,stock54
1235500055,씨유 일산은마길점,홍길동,경기도 고양시 일산동구 설문동 494-10번지,,01053376431,,37.7142087,126.8072903,stock55
1235500056,GS25가좌으뜸점,홍길동,경기도 고양시 일산서구 가좌동 1086번지 112호일부,,01099977092,,37.6894332,126.7228799,stock56
1235500057,GS25 장항레이크,홍길동,경기도 고양시 일산동구 장항동 753번지 청원레이크빌 ,,01073766573,,37.65913191,126.7673279,stock57
1235500058,지에스25 일산탑점(GS25),홍길동,경기도 고양시 일산서구 일산동 962-7번지 1층 일부호,,01042271365,,37.68681619,126.7688557,stock58
1235500059,씨유 내유희망점,홍길동,경기도 고양시 덕양구 내유동 239-3번지 1층 일부,,01092982520,,37.7212357,126.8567244,stock59
1235500060,세븐일레븐 고양초교점,홍길동,경기도 고양시 덕양구 고양동 240-15번지 성신피스빌 1(일부)호,,01002115250,,37.7024069,126.9006111,stock60
1235500061,GS25 덕이사랑점,홍길동,"경기도 고양시 일산서구 덕이동 1535번지 하이파크시티 일산밀리에4단지 상가-2, 101호일부 ",,01007337810,,37.6978021,126.7503449,stock61
1235500062,GS25덕이대림,홍길동,경기도 고양시 일산서구 덕이동 730-3번지 대림하이츠 101동 102일부호,,01049146582,,37.7004858,126.7415479,stock62
1235500063,CU일산후곡점,홍길동,경기도 고양시 일산서구 일산동 1065-1번지 대성프라자 110 일부호 ,,01011285633,,37.67948758,126.7642709,stock63
1235500064,GS25 일산하늘,홍길동,경기도 고양시 일산동구 중산동 1700번지 하늘마을2단지,,01048419187,,37.6815155,126.7832073,stock64
1235500065,GS25덕이한소망,홍길동,경기도 고양시 일산서구 덕이동 338-38번지 1층일부,,01082887040,,37.703545,126.7564034,stock65
1235500066,지에스25 일산삼익,홍길동,경기도 고양시 일산서구 일산동 2103번지 1층 일부호(111호),,01049248767,,37.6891797,126.7632081,stock66
1235500067,GS25원당대림,홍길동,경기도 고양시 덕양구 성사동 869번지 원당 e-편한세상 상가 나동 103호(일부) ,,01018616063,,37.6609659,126.8396163,stock67
1235500068,씨유중산동신점,홍길동,경기도 고양시 일산동구 중산동 1579번지 1층 일부호 ,,01087000529,,37.68698432,126.7784069,stock68
1235500069,CU고양문봉점,홍길동,경기도 고양시 일산동구 문봉동 164-4번지 외 1필지 1층 일부호,,01038333913,,37.7032906,126.8194864,stock69
1235500070,GS25(지에스25) 일산삼성점,홍길동,경기도 고양시 일산서구 일산동 1898번지 1층 일부호,,01047020867,,37.6894307,126.776234,stock70
1235500071,세븐일레븐 일산서구청점,홍길동,경기도 고양시 일산서구 대화동 2199번지 1층 110호 일부 ,,01028221879,,37.67534524,126.7506431,stock71
1235500072,GS25(지에스) 탄현3단지점,홍길동,"경기도 고양시 일산서구 탄현동 1484번지 탄현마을3단지, 탄현마을상가동 103,104호 일부(편의점 내 일부)",,01010060284,,37.6944908,126.7654019,stock72
1235500073,미니스톱 일산주엽점,홍길동,경기도 고양시 일산서구 주엽동 75번지 강선마을 상가 A-1-6호 일부,,01095805224,,37.667321,126.7670186,stock73
1235500074,GS25지영로점,홍길동,경기도 고양시 일산동구 지영동 375-16번지 1층 일부호,,01035084235,,37.7065674,126.8235948,stock74
1235500075,GS25일산충의점,홍길동,"경기도 고양시 일산서구 일산동 1729번지 홍선빌라트, 101호일부",,01084913268,,37.6918523,126.7751836,stock75
1235500076,세븐일레븐 화정사랑점,홍길동,경기도 고양시 덕양구 화정동 923-19번지 1(일부)층 ,,01066114778,,37.6389956,126.8300113,stock76
1235500077,GS25자이베스트,홍길동,경기도 고양시 일산동구 식사동 1528번지 위시티일산자이 주상복합 상가동 1층 116-2호 일부호 ,,01034445586,,37.6784584,126.8127347,stock77
1235500078,CU일산백송마을5단지점,홍길동,경기도 고양시 일산동구 백석동 1190번지 백송마을5단지 ,,01006859936,,37.65082703,126.7872411,stock78
1235500079,세븐일레븐(대화역점),홍길동,경기도 고양시 일산서구 대화동 2220-1번지 킨텍스프라자 102호(일부) ,,01096497668,,37.67595302,126.7470082,stock79
1235500080,GS25 대화명성점,홍길동,경기도 고양시 일산서구 대화동 863-16번지 명성프라자 105호 일부,,01023603603,,37.669882,126.7343558,stock80
1235500081,CU삼송로얄점,홍길동,경기도 고양시 덕양구 삼송동 301-1번지 (1층 일부) ,,01040419582,,37.65363433,126.887261,stock81
1235500082,이마트24 (일산에이스점),홍길동,"경기도 고양시 일산서구 일산동 583-15번지 외1필지, 1층일부 ",,01023650482,,37.68854752,126.7760667,stock82
1235500083,GS25 대화트루아점,홍길동,경기도 고양시 일산서구 대화동 2223번지 삼운트루아오피스텔 103호 일부 ,,01022449449,,37.6751302,126.7485968,stock83
1235500084,GS25백마2단지점,홍길동,경기도 고양시 일산동구 마두동 739번지 백마마을 분산상가동 1층 15호,,01079604687,,37.6539913,126.7882971,stock84
1235500085,GS25 설문대로점,홍길동,경기도 고양시 일산동구 설문동 738-10번지 ,,01061004085,,37.71770976,126.7895653,stock85
1235500086,GS25 탄현제니스,홍길동,"경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설, 182호일부",,01003051034,,37.6940982,126.7628408,stock86
1235500087,GS25 일산주은,홍길동,"경기도 고양시 일산서구 일산동 1997번지 탄현1차 주은아파트 상가동, 지하104호일부",,01055638017,,37.690601,126.7710945,stock87
1235500088,세븐일레븐(일산백석2호점),홍길동,경기도 고양시 일산동구 백석동 1331-1번지 크리스탈빌딩 101호 ,,01017353106,,37.64296852,126.7867981,stock88
1235500089,미니스톱 성석로드점,홍길동,경기도 고양시 일산동구 성석동 973-16번지,,01004750651,,37.7049868,126.7938201,stock89
1235500090,이마트24풍동빌라지점,홍길동,경기도 고양시 일산동구 풍동 605-5번지 ,,01004887736,,37.67479925,126.7958999,stock90
1235500091,GS25 성석중앙,홍길동,경기도 고양시 일산동구 성석동 1227-166번지,,01017923975,,37.7125702,126.7923472,stock91
1235500092,지에스(GS)25 백석호수점,홍길동,경기도 고양시 일산동구 백석동 1416번지,,01054194580,,37.6463014,126.7809088,stock92
1235500093,GS25탄현대림점,홍길동,경기도 고양시 일산서구 탄현동 1593-14번지 1층 일부호,,01076010943,,37.6929843,126.7735134,stock93
1235500094,GS25 원흥역점,홍길동,경기도 고양시 덕양구 원흥동 629번지 한일골드타워 109호,,01099401419,,37.6496843,126.8749271,stock94
1235500095,CU벽제통일로점,홍길동,경기도 고양시 덕양구 관산동 231-28번지 ,,01047054318,,37.68870941,126.8627518,stock95
1235500096,GS25 일산금호점,홍길동,"경기도 고양시 일산서구 일산동 1064-3번지 외2필지, 신일산연합상가, 116호일부",,01096542155,,37.6788778,126.7657124,stock96
1235500097,GS25(일산동국중앙점),홍길동,경기도 고양시 일산동구 식사동 662-9번지 1층 일부호 ,,01099843248,,37.6766845,126.8077856,stock97
1235500098,미니스톱밤가시점,홍길동,경기도 고양시 일산동구 정발산동 1147-7번지 1층 일부호,,01096748361,,37.67290899,126.7772138,stock98
1235500099,이마트24덕이로드점,홍길동,경기도 고양시 일산서구 덕이동 728번지 1층 이마트24 일부호,,01093052138,,37.7002345,126.741991,stock99
1235500100,씨유원흥사랑점,홍길동,경기도 고양시 덕양구 원흥동 735-1번지,,01065603411,,37.6361322,126.8735115,stock100
1235500101,이마트24 일산주엽초교점,홍길동,경기도 고양시 일산서구 주엽동 101번지 강선마을 분산상가 101호,,01040439675,,37.667904,126.7612364,stock101
1235500102,GS25 대화건영,홍길동,경기도 고양시 일산서구 대화동 2072-7번지 1층 일부,,01009173185,,37.6851011,126.7557729,stock102
1235500103,GS25 강선마을,홍길동,경기도 고양시 일산서구 주엽동 30-2번지 현대프라자 101일부호,,01086146196,,37.6741524,126.7635738,stock103
1235500104,GS25 일산제니스점,홍길동,경기도 고양시 일산서구 탄현동 1640번지 일산 두산위브더제니스 판매시설 205호,,01050033508,,37.6940982,126.7628408,stock104
1235500105,GS25 고양센타점,홍길동,경기도 고양시 일산동구 식사동 2-14번지,,01014958858,,37.690432,126.8301755,stock105
1235500106,GS25대화행복점,홍길동,경기도 고양시 일산서구 대화동 2276번지 1층일부,,01058120796,,37.67177,126.7488009,stock106
1235500107,GS25 대화신우점,홍길동,경기도 고양시 일산서구 대화동 2283-4번지 1층 일부,,01021575110,,37.6704064,126.7515485,stock107
1235500108,GS25일산현대,홍길동,경기도 고양시 일산서구 일산동 640-33번지 1층일부,,01061642848,,37.6851263,126.7726874,stock108
1235500109,GS25 풍동위브점,홍길동,경기도 고양시 일산동구 풍동 1297-3번지 ,,01079346225,,37.6659951,126.8001292,stock109
1235500110,GS25식사국제점,홍길동,경기도 고양시 일산동구 식사동 733-4번지 1층 일부호,,01089363272,,37.6854057,126.8077061,stock110
1235500111,세븐일레븐일산주엽점,홍길동,"경기도 고양시 일산서구 주엽동 18-1번지 동문시티프라자 104,105호 ",,01033320613,,37.67177703,126.7593649,stock111
1235500112,GS25고양문봉,홍길동,경기도 고양시 일산동구 문봉동 217번지,,01042556813,,37.7066559,126.8167338,stock112
1235500113,세븐일레븐일산마두점,홍길동,경기도 고양시 일산동구 마두동 800번지 마두파킹프라자 1층 일부호,,01079384610,,37.65320859,126.7780731,stock113
1235500114,씨유대화53블럭점,홍길동,경기도 고양시 일산서구 대화동 2267번지 1층 일부,,01004653655,,37.6725198,126.7497165,stock114
1235500115,CU항공대점,홍길동,경기도 고양시 덕양구 화전동 203-71번지 1(일부)층 ,,01018539298,,37.60116247,126.8708657,stock115
1235500116,미니스톱 대화장성점,홍길동,경기도 고양시 일산서구 대화동 2279-5번지 1층 일부,,01091107475,,37.6709352,126.7502659,stock116
1235500117,씨유일산사리현로점,홍길동,경기도 고양시 일산동구 사리현동 497번지 1층 일부호,,01046804662,,37.6939607,126.8406778,stock117
1235500118,GS25 식사점,홍길동,경기도 고양시 일산동구 식사동 184번지,,01036964240,,37.683544,126.8210428,stock118
1235500119,GS25(정발산점),홍길동,경기도 고양시 일산동구 정발산동 1219-4번지 1층일부호,,01084687062,,37.6724909,126.7800714,stock119
1235500120,CU고양가좌점,홍길동,경기도 고양시 일산서구 가좌동 648-14번지 1층일부,,01012817963,,37.6936006,126.7137144,stock120
1235500121,GS25고양대로,홍길동,경기도 고양시 덕양구 주교동 527-7번지 차광환건물 1(일부)층,,01018921528,,37.6630781,126.8236768,stock121
1235500122,지에스25 덕이로데오점,홍길동,경기도 고양시 일산서구 덕이동 398번지 주건축물제1동 1층 일부,,01076317353,,37.693179,126.7540454,stock122
1235500123,GS25탄현사랑점,홍길동,경기도 고양시 일산서구 탄현동 1500-1번지 1층일부,,01011396665,,37.694294,126.7706295,stock123
1235500124,지에스25 탄현파워,홍길동,경기도 고양시 일산서구 탄현동 1575-6번지 파워프라자 101호,,01001174220,,37.689683,126.7625716,stock124
1235500125,GS25화정미래점,홍길동,경기도 고양시 덕양구 화정동 930번지 1(일부)층,,01061006513,,37.6384368,126.8298767,stock125
1235500126,GS25탄현큰마을,홍길동,"경기도 고양시 일산서구 탄현동 121번지 큰마을대림,현대아파트 주상가 103호 일부",,01055119232,,37.7008508,126.7649848,stock126
1235500127,CU 구산점,홍길동,경기도 고양시 일산서구 구산동 1162번지 1층 일부,,01006699919,,37.6825739,126.7033277,stock127
1235500128,이마트24 일산탄현중심점,홍길동,"경기도 고양시 일산서구 탄현동 1563-3번지 예일 큰프라자, 112호일부",,01058511349,,37.6914852,126.7627131,stock128
1235500129,GS25일산후곡점,홍길동,경기도 고양시 일산서구 일산동 1082-2번지 보성상가 101(일부)호,,01039102424,,37.6765967,126.7693811,stock129
1235500130,그린빌휴게음식점,홍길동,경기도 고양시 일산서구 대화동 1926-30번지 1층일부,,01012391272,,37.6579602,126.7334695,stock130
1235500131,씨유일산중산점,홍길동,경기도 고양시 일산동구 중산동 1666-1번지 대림프라자 ,,01096664731,,37.6835969,126.7785191,stock131
1235500132,CU(씨유) 탄현헤센점,홍길동,"경기도 고양시 일산서구 탄현동 1559-1번지 탄현 헤센스마트 117,118(편의점)호일부 ",,01077127080,,37.6916812,126.7616581,stock132
1235500133,CU일산일등점,홍길동,"경기도 고양시 일산서구 일산동 632번지 동부빌딩, 1층일부",,01031149842,,37.6836831,126.7718756,stock133
1235500134,GS25 성저공원점,홍길동,경기도 고양시 일산서구 대화동 2106번지 1층 일부호,,01024888688,,37.6819592,126.756985,stock134
1235500135,씨유 일산시장점,홍길동,경기도 고양시 일산서구 일산동 591-1번지 가동 1층 일부 ,,01004236399,,37.6866816,126.7709933,stock135
1235500136,cu 정발산행복점,홍길동,경기도 고양시 일산동구 정발산동 1238-17번지 ,,01005655017,,37.6723804,126.7835969,stock136
1235500137,CU일산에이스점,홍길동,"경기도 고양시 일산서구 일산동 1702번지 세림빌딩, 1층편의점내부 ",,01086921385,,37.6897916,126.767299,stock137
1235500138,지에스25관산그린점(GS25),홍길동,경기도 고양시 덕양구 관산동 996번지 주공그린빌 상가동 101호,,01011979520,,37.6922346,126.8648426,stock138
1235500139,씨유고양내유점,홍길동,경기도 고양시 덕양구 내유동 646-11번지 1층 일부 ,,01005450305,,37.7260955,126.8454852,stock139
1235500140,GS25고양식사,홍길동,경기도 고양시 일산동구 식사동 859-2번지 가동 1층 일부호(GS25고양식사 편의점 내) ,,01099154805,,37.6716826,126.8069033,stock140
1235500141,CU탄현동문10단지점,홍길동,"경기도 고양시 일산서구 탄현동 1470번지 탄현마을10단지, 104,105(편의점일부)호",,01025745428,,37.6999269,126.7670401,stock141
1235500142,세븐일레븐일산대화역점,홍길동,경기도 고양시 일산서구 대화동 2207번지 이마파킹프라자 111호 ,,01062029291,,37.67695711,126.7475764,stock142
1235500143,GS25 편의점 백석터미널,홍길동,경기도 고양시 일산동구 백석동 1239-2번지,,01079419526,,37.6441033,126.790875,stock143
1235500144,씨유 일산IPARK동문점,홍길동,경기도 고양시 일산동구 중산동 1841번지 일산센트럴아이파크,,01070402314,,37.6782978,126.7825706,stock144
1235500145,GS25백마스타,홍길동,경기도 고양시 일산동구 마두동 752번지 삼성프라자,,01094650480,,37.6572431,126.7879025,stock145
1235500146,세븐일레븐대화본점,홍길동,경기도 고양시 일산서구 대화동 2130번지 1층 일부,,01083405308,,37.679241,126.7539673,stock146
1235500147,GS25산들점,홍길동,경기도 고양시 일산서구 일산동 525-21번지 101(일부)호,,01039580383,,37.6825202,126.776153,stock147
1235500148,GS25가좌대우,홍길동,"경기도 고양시 일산서구 가좌동 1089번지 가좌마을 상가동,(101,102호편의점 내 일부)",,01016198668,,37.687041,126.7171636,stock148
1235500149,GS25 벽제점,홍길동,경기도 고양시 덕양구 벽제동 565-14번지 1(일부)층,,01027740411,,37.729182,126.9098647,stock149
1235500150,씨유일산하이점,홍길동,경기도 고양시 일산서구 대화동 2219번지 외2필지 하이투모로 오피스텔 107호일부,,01073240567,,37.676215,126.7461559,stock150
1235500151,GS25 가좌벽산,홍길동,"경기도 고양시 일산서구 가좌동 1087번지 가좌마을상가동, 101호일부 ",,01080499007,,37.6909594,126.7205726,stock151
1235500152,GS고양원당점,홍길동,경기도 고양시 덕양구 주교동 611번지 대광빌딩 1층 일부,,01066446382,,37.6567684,126.8339592,stock152
1235500153,세븐일레븐(고양원당점),홍길동,경기도 고양시 덕양구 주교동 615-6번지 ,,01096233322,,37.6571046,126.8358964,stock153
1235500154,미니스톱일산백석점,홍길동,"경기도 고양시 일산동구 백석동 1224번지 ,1224-1번지 용신코아 101,102,110호 ",,01082775549,,37.6495453,126.785987,stock154
1235500155,GS25중산누리점,홍길동,경기도 고양시 일산동구 중산동 1573번지 중산마을 상가동 1층 105호 일부호,,01037629908,,37.6918465,126.7816008,stock155
1235500156,세븐일레븐롯데마트점,홍길동,경기도 고양시 일산서구 주엽동 15번지 문촌마을상가동 1층(일부) ,,01086610419,,37.67338505,126.7556522,stock156
1235500157,CU 일산백마점,홍길동,경기도 고양시 일산동구 마두동 734번지 백마마을 분산상가 106일부호,,01067550651,,37.6560185,126.7932889,stock157
1235500158,GS일산다온점,홍길동,경기도 고양시 일산서구 덕이동 766-10번지 주건축물제1동 1층 일부,,01015528062,,37.69832,126.744016,stock158
1235500159,세븐일레븐 백석나들점,홍길동,경기도 고양시 일산동구 백석동 1297-2번지 일산르메이에르프라자,,01035900852,,37.6435752,126.7878172,stock159
1235500160,GS25중산영원점,홍길동,경기도 고양시 일산동구 중산동 1582번지 1층 일부호,,01012780570,,37.6871225,126.780039,stock160
1235500161,세븐일레븐 백석중앙점,홍길동,경기도 고양시 일산동구 백석동 1447번지,,01076938887,,37.644992,126.7793264,stock161
1235500162,지에스25(GS25) 탄현드림점,홍길동,경기도 고양시 일산서구 탄현동 1560-6번지 대림프라자 1층 103(일부)호,,01007395769,,37.6911775,126.7620452,stock162
1235500163,GS25일산대산,홍길동,경기도 고양시 일산동구 정발산동 1181-13번지 1층 일부호(GS25일산대산 편의점 내),,01060378486,,37.669824,126.7752962,stock163
1235500164,세븐일레븐 주엽금강점,홍길동,"경기도 고양시 일산서구 주엽동 67번지 금강빌딩 107,108호 ",,01041669702,,37.67033836,126.7627922,stock164
1235500165,GS25식사자이2점,홍길동,경기도 고양시 일산동구 식사동 1504번지 위시티일산자이4단지상가 104 일부호,,01095218296,,37.6793814,126.8152489,stock165
1235500166,GS25 백석행운점,홍길동,경기도 고양시 일산동구 백석동 1252-7번지,,01093114762,,37.6470719,126.7882944,stock166
1235500167,씨유지축한림풀에버,홍길동,경기도 고양시 덕양구 지축동 0번지 지축역 한림풀에버 근생2동 10(일부)호 ,,01098664612,,37.6535122,126.9105264,stock167
1235500168,GS25원흥타운점,홍길동,경기도 고양시 덕양구 원흥동 620번지 1(일부)층 ,,01058309968,,37.6512732,126.8696212,stock168
1235500169,지에스25 일산골드점(GS25),홍길동,경기도 고양시 일산서구 대화동 2040-5번지 1층 일부 ,,01002877950,,37.68254657,126.7534915,stock169
1235500170,세븐일레븐고양화정동점,홍길동,경기도 고양시 덕양구 화정동 879번지 1(일부)층 ,,01039313428,,37.6388591,126.835314,stock170
1235500171,세븐일레븐성사중앙점,홍길동,경기도 고양시 덕양구 성사동 488-27번지 1층 일부 ,,01018116957,,37.6572387,126.841653,stock171
1235500172,이마트24 일산태영점,홍길동,경기도 고양시 일산서구 덕이동 388번지 C동 1층 일부호,,01018146101,,37.69429014,126.7554023,stock172
1235500173,이마트24삼송행복,홍길동,경기도 고양시 덕양구 원흥동 462-7번지 원흥마을12단지 102(일부)호 ,,01074406771,,37.65002489,126.8652835,stock173
1235500174,이마트24R대화명성점,홍길동,경기도 고양시 일산서구 대화동 1464-7번지 대륙종합상가 113호,,01021538038,,37.66948988,126.7322718,stock174
1235500175,씨유고양관산프라임점,홍길동,경기도 고양시 덕양구 관산동 1015번지 더퍼스트프라임 108호 일부 ,,01097763865,,37.6877672,126.86603,stock175
1235500176,CU가좌한화점,홍길동,"경기도 고양시 일산서구 가좌동 346-6번지 대포프라자, 가101호(일부) ",,01015192016,,37.68484564,126.7221376,stock176
1235500177,지에스25원당본점(GS25),홍길동,경기도 고양시 덕양구 성사동 702번지 1층 일부(101호 일부) ,,01031532927,,37.655683,126.837316,stock177
1235500178,세븐일레븐어반스카이,홍길동,경기도 고양시 일산서구 일산동 655-219번지 일부호,,01061775602,,37.68326585,126.7704032,stock178
1235500179,cu백석호수점,홍길동,경기도 고양시 일산동구 백석동 1452번지 ,,01063722300,,37.64621677,126.7790169,stock179
1235500180,CU화정달빛1단지점,홍길동,경기도 고양시 덕양구 화정동 858번지 달빛마을1단지 상가2동 104(일호,,01059217395,,37.64677413,126.8321463,stock180
1235500181,지에스25행신대표점(GS25),홍길동,경기도 고양시 덕양구 행신동 956번지 햇빛마을23단지상가 104호 일부 ,,01037599802,,37.6216392,126.8400988,stock181
1235500182,지에스25 문봉사거리,홍길동,경기도 고양시 일산동구 문봉동 168-52번지 ,,01091192058,,37.7022086,126.8248186,stock182
1235500183,CU 일산동문점,홍길동,경기도 고양시 일산서구 일산동 957-3번지 풍원리빙프라자 ,,01003335362,,37.68587686,126.7649873,stock183
